source_id,ra,dec,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_rp_mean_flux,phot_rp_mean_flux_error,bp_rp,radial_velocity,l,b,non_single_star,has_epoch_rv,teff_gspphot,logg_gspphot,distance_gspphot,ebpminrp_gspphot,dist_5,dist_95,cluster_id
4421474526912176000,229.6956710843976,1.9747602440657943,0.4973106657473071,0.117139414,4.2454596,-7.611709326319877,0.116194785,1.95243554774532,0.12911117,17.455257,978.8193099593634,8.836848,1357.8076284688966,9.284883,0.9459858,,3.79051799760259,46.68509400101072,0,False,5261.1685,4.6519,1956.6116,0.0026,1.602444323821006,4.079922256364726,4
4421474840446484864,229.64004677086385,1.994468852545486,1.405398355407405,0.3994531,3.5183063,1.0706335426863185,0.44003397,-21.763254050202463,0.4535928,19.417192,180.1216568073405,6.6296005,309.0331047787046,9.19026,1.1767445,,3.761903349246387,46.7407163694568,0,False,,,,,0.6200447539835736,4.11345827262967,4
4421474870509633792,229.6570854126746,2.006034270168214,0.2476314818862428,0.06548907,3.7812643,3.808122322530061,0.07069609,-9.848394334283585,0.07582384,16.626904,2081.564363725812,10.384486,3057.67459858394,13.969686,1.0081501,,3.790646783865768,46.73474392461042,0,False,5409.2183,4.6234,1246.716,0.124,2.959243247861966,6.769700013438403,4
4421477314347663616,229.5821582162976,1.985042230914248,0.2799221680722604,0.07485081,3.7397344,-5.26733044254617,0.07522317,-3.667246841441537,0.07097484,16.85415,1825.3469938385704,9.735374,2240.0918036956245,10.713526,0.8129482,,3.698080477580409,46.77975852364327,0,False,5629.047,4.5425,1971.2648,0.0026,2.6480954619628108,6.326068987124067,4
4421477344413878912,229.5959307372414,1.9870097284832573,0.2182619964934888,0.0362208,6.025874,3.7813219153313886,0.04191701,-9.847903879567514,0.047490176,15.179523,7801.339997615641,33.72583,12403.715730967286,44.83068,1.0941029,,3.712960772932775,46.77029970243989,0,False,,,,,3.6589614458125097,6.257468893672892,4
4421477825450718208,229.64386031169167,2.017118084762436,0.4298480078557387,0.10934559,3.9310958,3.836571632261901,0.11504609,-10.74902620595422,0.12427461,16.619247,2810.1413433387147,26.070055,3897.333071971169,32.542274,0.94574547,,3.791105608891548,46.751990370124965,0,False,,,,,1.815932061588649,4.781942206377583,4
4421477859806249472,229.6307468295269,2.01835105998228,0.3337793028114609,0.06810252,4.9011297,3.6578020625854295,0.065837495,-9.954282965141326,0.069433436,16.35367,3011.486540014614,28.421618,4248.363651576351,22.171608,0.96424866,,3.780481859728154,46.76295842519295,0,False,6068.3657,4.4842,1396.662,0.3045,2.369572461534476,4.850544050052617,4
4421478070262042368,229.61455138444143,2.01774104023925,0.4810537956782267,0.14093678,3.4132597,4.137486708420446,0.15872777,-10.346198249240103,0.1515898,17.76472,778.9790254140493,11.850612,955.9992744176894,14.106652,0.81297684,,3.764933810602324,46.77516201719253,0,False,5650.5713,4.6965,2498.84,0.0041,1.614397896029003,5.139746345155349,4
4421478173339317376,229.62228115746808,2.042936001753324,0.5207864690885812,0.14041984,3.708781,3.8556522486144114,0.1532269,-9.997075148142404,0.15214172,17.906118,775.4431994431507,30.554401,972.2696900021708,22.201607,0.83623886,,3.8006395024862014,46.784990319233394,0,False,5735.52,4.6356,2658.9812,0.0057,1.515866114018717,4.575108862967358,4
4421478620017783296,229.5212292557569,2.02503077708538,0.4931367708719479,0.1274827,3.8682644,-5.633361198156345,0.13789219,-9.904733700792884,0.12477751,17.982866,591.3739312264257,6.13076,922.6749806918824,9.404576,1.0736122,,3.6874830810273904,46.85224495233515,0,False,4894.026,4.787,1534.2046,0.0047,1.5993107583847876,4.500620006133487,4
4421478894893897856,229.5911479755,2.0433628643959825,0.2416317914064551,0.036030002,6.706405,3.870387459841944,0.03688876,-9.730072514218948,0.036827043,15.420901,6270.358411914553,19.999037,9638.483894943618,21.971283,1.0574379,,3.772559362454437,46.80945856330551,0,False,5638.6006,3.5754,3377.8047,0.2536,3.3854662044518453,5.539819609387849,4
4421478929253614080,229.6102603942156,2.0500326833066715,0.6838337641576094,0.19868076,3.4418721,3.894001335145024,0.2358907,-9.39005254922246,0.28102294,18.159824,660.561421850295,57.901016,778.7960513106149,58.26875,0.76942253,,3.7976767065195576,46.79879476209259,0,False,,,,,1.182338786686633,4.526845571313616,4
4421478959322063104,229.5824455892247,2.051524617621932,0.3235467102432003,0.08915804,3.6289124,4.233706034569278,0.08636454,-9.70543583993207,0.08884266,16.912424,1800.4431970577666,12.756213,2499.3109442659165,14.078611,0.94674873,,3.773845612474613,46.82135285786861,0,False,5521.5757,4.6947,1275.2878,0.1255,2.314877194224935,5.924892637039159,4
4421479062398268288,229.5641767058192,2.0472517079472223,0.2440664873082398,0.07158293,3.4095626,4.207930008771109,0.0774517,-9.655255490792714,0.076437436,16.949621,1637.1062647725423,20.370903,2250.743332927752,9.8525505,0.93626976,,3.75221228101268,46.83286357134306,0,False,5145.2246,4.3755,2046.8362,0.0034,2.9245411938037558,7.100634825994169,4
4421479199840232704,229.5832977454256,2.063938740691157,0.3048671838356543,0.07920421,3.8491285,4.031915531688648,0.09766092,-9.918763071911211,0.10633572,16.97079,1601.0224754332608,24.935343,2256.1351734914383,15.99322,0.9630661,,3.788739084525087,46.82849345881454,0,False,5173.3013,4.3545,2070.1855,0.0052,2.468230142490435,5.928092880183593,4
4421526208255772032,229.55723878451164,2.0944285841386234,0.8065364656820759,0.22759208,3.5437808,4.157927165955435,0.2471983,-9.801734624619527,0.25494882,17.101366,2140.825875520711,18.823637,2766.008121865196,12.361027,0.8688278,,3.7994886814066815,46.8679111462825,0,False,,,,,1.01969935610351,4.160301406784964,4
4421526242615191680,229.53539756446736,2.095134048666145,0.4162097165608665,0.12207783,3.4093802,4.189371390622292,0.13756329,-9.716151955762763,0.12104345,17.959717,681.0440655610203,6.0733147,774.4634588913729,7.818804,0.73021126,,3.780224816608848,46.885332308192766,0,False,5933.5547,4.6928,3043.5608,0.0015,1.834039069487708,5.462472771034463,4
4421526276973322880,229.55309724837088,2.096910584437196,0.2127406210912679,0.052698433,4.036944,4.18893219887433,0.055240642,-9.953444575396912,0.05288267,15.171541,8007.729283413913,32.220085,12459.229173424315,54.306747,1.0706015,,3.7985088501289193,46.872690371427424,0,False,5415.3154,3.5658,2219.5776,0.2202,3.4391774408291127,7.274604665913714,4
4421568539455775360,229.7401762044053,2.010037044381209,0.210069092873882,0.030977707,6.7812986,-0.340882757219648,0.034412257,-7.903915992179117,0.036559667,15.179806,7447.523668012005,11.976698,12296.831790277569,15.155082,1.1350994,,3.871247235943084,46.672643454919374,0,False,5727.0913,3.6485,2785.6038,0.2909,3.87503144795027,6.245830141605642,4
4421568779973953536,229.70286238958528,2.0215563409876496,0.333226697864792,0.078413226,4.2496233,4.065436221306207,0.09830389,-10.099236584564254,0.11752572,16.867548,1907.755809910744,30.839993,3205.764243900676,133.58649,1.1541691,,3.850186298223602,46.70890076452353,0,False,5283.0986,4.7309,1139.6063,0.0279,2.3181947706431685,5.290835918046219,4
4421571730616018304,229.64754131106187,2.0371721789054824,0.2529927860250573,0.060843166,4.1581135,4.03618094867622,0.06704508,-9.975167483985183,0.064910874,16.058107,4061.353358974158,36.79352,5749.820854799091,35.91561,0.96810627,,3.817251006178728,46.76172978122525,0,False,5625.899,3.6951,3010.4802,0.2068,2.964710034211373,6.422104523619894,4
4421571803626025600,229.68122897875423,2.048805048038016,0.3185119508153551,0.09287193,3.4295826,3.91093893036791,0.09161396,-9.870296258940304,0.09991669,17.08762,1417.6885487940626,16.272333,1962.3440603873207,12.946377,0.94363403,,3.8613224858097848,46.74283647203951,0,False,5227.1025,4.7552,1276.5472,0.0086,2.322004894128926,6.167184054500179,4
4421571872345545344,229.6707957196636,2.0459860477454,0.20833305307281,0.046406835,4.4892755,3.751913388873681,0.04384842,-10.2093199018962,0.045569975,15.741779,4976.889538918182,16.517712,7474.06848731697,16.274813,1.0321445,,3.848566788308352,46.74918170951198,0,False,5587.023,4.1963,1601.3055,0.2144,3.593699588213944,7.133822109198111,4
4421571975425074816,229.6462724830433,2.053292446630338,0.3429888398416462,0.06723347,5.101459,3.616569981325436,0.08903022,-10.02013997298878,0.06984095,16.431551,3174.894613863576,38.92956,4590.489236274173,85.68003,0.9909706,,3.8344002834914312,46.77284228460381,0,False,,,,,2.3244580003152024,4.640635464677177,4
4421572005493873664,229.61927956410983,2.0523635549323496,0.2916160537960333,0.067508034,4.3197236,4.495266964747446,0.07169996,-10.189656112518833,0.07281312,16.459381,2971.618133634184,25.206137,4157.403690506256,34.481926,0.95521927,,3.80859822548273,46.79324760654988,0,False,,,,,2.626317251162836,5.734228493553689,4
4421572005493885312,229.6260493233653,2.047797789931588,0.1942656136999727,0.03994719,4.863061,3.6378285565552746,0.045732234,-9.592448494127568,0.04704641,15.188643,7861.233389374662,35.732094,12233.018472576914,29.340124,1.070754,,3.809618647337046,46.7851156285718,0,False,5539.7144,3.6813,2073.0562,0.2441,3.90011548670826,7.32857601071747,4
4421572039853635456,229.63199269154484,2.05664860276663,0.2253556383146627,0.03983453,5.657294,4.037543703699885,0.041603394,-9.556436520443151,0.04047966,15.211621,7811.937067326682,23.158848,12133.133774167813,24.732327,1.0686827,,3.825124890118987,46.786054695487785,0,False,5590.125,3.6492,2067.589,0.2559,3.509044172776512,6.219487752044091,4
4421572039853649280,229.6398384809337,2.065430674470538,0.190061452167081,0.042775277,4.4432545,4.04584666287624,0.055780713,-10.079250281639125,0.04181192,14.199877,21453.35952997642,145.70667,34548.65959786832,183.94057,1.1079865,,3.8422971626169793,46.78546901579043,0,False,5909.6353,3.2691,2463.6738,0.4244,3.8942584056041776,7.635172119471983,4
4421572039853651968,229.6409211722633,2.065887730051613,0.3973830490171102,0.08134618,4.8850856,3.91987532962072,0.113830246,-10.224673407846536,0.081086226,16.137405,5117.618645695836,71.79345,7132.585959118181,77.51776,0.9510946,,3.843808920750614,46.7849139909131,0,False,,,,,2.0111342875228786,4.253085271296252,4
4421572044144728448,229.63822261360465,2.0577418842071986,0.3182119503309891,0.092175595,3.4522364,4.083584888841976,0.10215936,-9.721506928708502,0.10352341,16.698652,3309.20982037075,122.40678,4650.217408983403,130.45618,0.96002007,,3.832078179820583,46.78189687498282,0,False,,,,,2.32689502351614,6.147800142716386,4
4421572044144928768,229.6334099438002,2.065970177569919,1.9998560774965857,0.54449075,3.6728926,3.5022159835240902,0.58184993,-9.593834604999406,0.5597296,17.71288,3578.5567149555186,82.57689,4951.759089860315,30.094486,0.9432764,,3.837017946322156,46.790807332774406,0,False,,,,,0.4460338717628918,3.991503354765156,4
4421572044146650752,229.62906410003885,2.0609061370197246,0.7775037852691806,0.22275326,3.4904263,3.714496408496636,0.18944417,-10.013266965446787,0.20446274,17.714998,1354.848859851529,21.639122,1718.4588476241472,13.479575,0.84876823,,3.827278344133542,46.79100627704327,0,False,,,,,1.054251078998032,4.297929958648022,4
4421572074213433216,229.66566338749203,2.060794992624772,1.3025472181262103,0.38775495,3.3592021,4.808019390144466,0.32535267,-11.07175989848495,0.32166323,17.617546,1124.6805690586862,54.345104,1406.4983359780313,48.827915,0.8334217,,3.860689972663353,46.762471825598304,0,False,5548.827,4.6985,1877.3851,0.0411,0.6706941405133102,4.507442075112873,4
4421572112864083456,229.66592957657068,2.067825643219458,0.6792649228961695,0.19948052,3.4051692,3.0547703875964185,0.3949771,-10.260022552973156,0.255746,18.085981,774.9828935193337,28.643637,903.3778227650754,75.91427,0.7570915,,3.868923077028989,46.7666783772561,0,False,,,,,1.1892670420930054,4.600307951257348,4
4421572142932879616,229.64801619469347,2.064707208995792,0.9459113686190674,0.27369067,3.4561331,4.218385135455028,0.292018,-9.985729110060648,0.1869514,16.96169,3040.9118608439485,143.35301,4249.484502769667,75.46368,0.95397854,,3.848969127569299,46.77865449712488,0,False,,,,,0.8853633338309167,4.234079677556546,4
4421572142932886784,229.65227996823472,2.0689622314488254,0.269620907876744,0.05831795,4.6232915,3.915699371474253,0.0554377,-10.036676653139432,0.055017836,15.060525,9857.252672048517,63.70291,15159.969103022358,77.201935,1.0580034,,3.857711709321164,46.77800971535797,0,False,5792.63,4.1604,1209.0471,0.2988,2.858515786616337,5.861699768025924,4
4421572147228441600,229.6525368970437,2.07198020108098,0.3913777173580831,0.084106036,4.6533847,4.158200786750284,0.071801595,-9.99376068039326,0.06061816,14.195413,21656.183275963,72.41986,34856.87527281987,38.46284,1.1074123,,3.861377329996442,46.77970458463248,0,False,,,,,2.0261636109331875,4.451584609018397,4
